Country;Species;Production system;Herd type;Variable;Unit;Value;GAEZ
Turkmenistan;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;589032.1100271901;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;437670558.8179258;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;3635915045.925681;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;476827746.4963091;Temperate, cool
Turkmenistan;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;2226662.5584145943;Temperate, cool
Turkmenistan;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Temperate, cool
Turkmenistan;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Temperate, cool
Turkmenistan;Goats;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;802064.5316287485;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;741208.2809725526;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;590864695.3823;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;572771052.2498491;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;5192790452.98152;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;5192790452.98152;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;735980509.174025;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;735980509.174025;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;246.27507906001063;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;227863.6243902892;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;13477534.095638607;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;2792300.9455287913;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;70636.0;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;8369336.0;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: adult females;heads/year;1138812.0;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;7064.0;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;276188.0;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: adult males;heads/year;37581.0;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;54.18881167445858;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;63400.52951917429;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;2518230.8748399355;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;458794.609205003;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;54.18881167445858;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;63400.52951917429;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;2518230.8748399355;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;458794.609205003;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;26.42986936019427;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;16904.280963112004;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;955485.4774189187;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;442275.24381096766;Temperate, cool
Turkmenistan;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;61.47474704851571;Temperate, cool
Turkmenistan;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;61911.0155401409;Temperate, cool
Turkmenistan;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;1245667.7742663762;Temperate, cool
Turkmenistan;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;700678.859210704;Temperate, cool
Ukraine;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;13952032007.091995;Temperate, cool
Ukraine;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;11561426616.991024;Temperate, cool
Ukraine;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;1052478859.3660345;Temperate, cool
Ukraine;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Temperate, cool
Ukraine;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Temperate, cool
Ukraine;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Ukraine;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;308792330.8496732;Temperate, cool
Ukraine;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;246353632.12199262;Temperate, cool
Ukraine;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;9809772.39546021;Temperate, cool
Ukraine;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;244574150.80420625;Temperate, cool
Ukraine;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;188643453.76980066;Temperate, cool
Ukraine;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;9135070.083687998;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;27096.88538351321;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;1006480.8011354533;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;410039.07040504273;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;25723355.474629678;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;4792218.81062985;Temperate, cool
Ukraine;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Temperate, cool
Ukraine;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;1207706.283302894;Temperate, cool
Ukraine;Goats;All systems;Dairy;HERD: total number of animals;heads/year;633331.7436968406;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;592695.4536658113;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;465596.2626124734;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;61084.69428512757;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;37179493.79990326;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;31873994.472386118;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;2176752.4026454594;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;271.4782140017193;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;18287.261080871074;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;6314.0;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;631.0;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;33.424059425059035;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;4369.7879997355;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;33.424059425059035;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;4369.7879997355;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;62.09022784147569;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;2617.4561227620065;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Temperate, cool
Ukraine;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;71.89787235716517;Temperate, cool
Ukraine;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;3680.723117289392;Temperate, cool
Ukraine;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Temperate, cool
Ukraine;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Temperate, cool
United Kingdom;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;15511970035.02777;Temperate, cool
United Kingdom;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;13373237048.432316;Temperate, cool
United Kingdom;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;973295916.7340878;Temperate, cool
United Kingdom;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Temperate, cool
United Kingdom;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Temperate, cool
United Kingdom;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Temperate, cool
United Kingdom;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Temperate, cool
United Kingdom;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Temperate, cool
