Country;Species;Production system;Herd type;Variable;Unit;Value;GAEZ
Tonga;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tonga;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tonga;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;49.02195382341991;Tropical, warm
Tonga;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tonga;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tonga;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tonga;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;52.51555352247944;Tropical, warm
Tonga;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Tonga;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Tonga;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Tonga;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;76.75250081632343;Tropical, warm
Tonga;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Tonga;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Tonga;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;61363515.550761834;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;49252833.96914441;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;3140385.059637309;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;6067.796543178316;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;308082.25421175244;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;27156.553697828465;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;443441.1216013237;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;390544.1593973016;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;17385.33986819885;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;246.06202606290753;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;68.53049666511514;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;68.53049666511514;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;18.669013112557487;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;54.40125806924011;Tropical, warm
Trinidad and Tobago;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Trinidad and Tobago;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;20001.445995931175;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;340911.0187877463;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;533286.6097008899;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;526172.1619846235;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;282.35606254024225;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;49.02195382341991;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;49.02195382341991;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;52.51555352247944;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Tuvalu;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;76.75250081632343;Tropical, warm
Tuvalu;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Tuvalu;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Tuvalu;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Uganda;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;19369232258.782543;Tropical, warm
Uganda;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;15921535690.261568;Tropical, warm
Uganda;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;662109807.8116355;Tropical, warm
Uganda;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Uganda;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Uganda;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Uganda;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Uganda;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Uganda;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;4388.97173688606;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;7634331.378529357;Tropical, warm
Uganda;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;46260057.91784662;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;264073.03979811305;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;244242621.79841256;Tropical, warm
Uganda;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;1442863878.3958108;Tropical, warm
Uganda;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;11012032.844713325;Tropical, warm
Uganda;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Uganda;Goats;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;360837.13956100657;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;322730.3147279241;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;11519.617521595417;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;374082367.0113112;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;367919306.83368325;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Uganda;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;2204801672.547475;Tropical, warm
Uganda;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;2204801672.547475;Tropical, warm
Uganda;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;286.94423202384206;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;1782124.0069210646;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;12198419.764240477;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;754334.0;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: adult females;heads/year;4699702.0;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;24893.0;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: adult males;heads/year;155090.0;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;22.923554348998163;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;336560.3096835986;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;1807380.8245685971;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;22.923554348998163;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;336560.3096835986;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;1807380.8245685971;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;87.58702532402815;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;219850.79175127874;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;2231483.891338386;Tropical, warm
Uganda;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;72.20591468766094;Tropical, warm
Uganda;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Uganda;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;437037.9525896074;Tropical, warm
Uganda;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;3244590.7317603957;Tropical, warm
United Arab Emirates;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;212220645.70574018;Tropical, warm
United Arab Emirates;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;202013109.3682097;Tropical, warm
United Arab Emirates;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;176057677.92706126;Tropical, warm
United Arab Emirates;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;163604480.46413088;Tropical, warm
United Arab Emirates;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;372918432.9352357;Tropical, warm
United Arab Emirates;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;344142534.48612815;Tropical, warm
United Arab Emirates;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;7172.565944236405;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;5156056.937331915;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;4239943.983905929;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;4953882.999954696;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;400422.388990516;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;299215934.7027671;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;148047712.06328338;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;83978636.964967;Tropical, warm
United Arab Emirates;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;80321.56581373874;Tropical, warm
United Arab Emirates;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
United Arab Emirates;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;563046.0865753781;Tropical, warm
United Arab Emirates;Goats;All systems;Dairy;HERD: total number of animals;heads/year;1294088.8154462192;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;537411.9431037838;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;525524.4346536583;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;400768976.0643755;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;389758460.9723781;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;215541676.14733392;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;211247102.25030652;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;131466214.60374834;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;126157540.5021748;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;305.9242542298415;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;137261.36605886204;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;722551.5722926892;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;493424.34469668707;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;39774.0;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;376364.0;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;HERD: adult females;heads/year;178174.0;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;11932.0;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;12420.0;Tropical, warm
