Domain,Area,Element,Item,Year,Unit,Value
Fertilizers by Nutrient,Togo,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,9227
Fertilizers by Nutrient,Tokelau,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Tonga,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,3212
Fertilizers by Nutrient,Trinidad and Tobago,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,5100
Fertilizers by Nutrient,Tunisia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,130297.4
Fertilizers by Nutrient,Turkey,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1427716
Fertilizers by Nutrient,Turkmenistan,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Turks and Caicos Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Tuvalu,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Uganda,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,6366
Fertilizers by Nutrient,Ukraine,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,774610
Fertilizers by Nutrient,United Arab Emirates,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,26050
Fertilizers by Nutrient,United Kingdom,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1022000
Fertilizers by Nutrient,United Republic of Tanzania,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,66380
Fertilizers by Nutrient,United States of America,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,11056708
Fertilizers by Nutrient,United States Virgin Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Uruguay,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,151476
Fertilizers by Nutrient,USSR,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Uzbekistan,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,632735.5
Fertilizers by Nutrient,Vanuatu,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Venezuela (Bolivarian Republic of),Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,297320
Fertilizers by Nutrient,Viet Nam,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,1196158.72
Fertilizers by Nutrient,Wallis and Futuna Islands,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Western Sahara,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Yemen,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,23920
Fertilizers by Nutrient,Yugoslav SFR,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,0
Fertilizers by Nutrient,Zambia,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,77617
Fertilizers by Nutrient,Zimbabwe,Agricultural Use,Nutrient nitrogen N (total),2010,tonnes,70502
