Domain,Area,Element,Item,Year,Unit,Value
Fertilizers indicators,Somalia,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,South Africa,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,30.47
Fertilizers indicators,South Sudan,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Spain,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,54.65
Fertilizers indicators,Sri Lanka,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,76.19
Fertilizers indicators,Sudan,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Sudan (former),Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,6.46
Fertilizers indicators,Suriname,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,161.38
Fertilizers indicators,Svalbard and Jan Mayen Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Sweden,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,63.48
Fertilizers indicators,Switzerland,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,118.62
Fertilizers indicators,Syrian Arab Republic,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,20.92
Fertilizers indicators,Tajikistan,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,51.65
Fertilizers indicators,Thailand,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,79.32
Fertilizers indicators,Timor-Leste,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Togo,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,3.46
Fertilizers indicators,Tokelau,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Tonga,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,114.71
Fertilizers indicators,Trinidad and Tobago,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,108.51
Fertilizers indicators,Tunisia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,25.12
Fertilizers indicators,Turkey,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,58.52
Fertilizers indicators,Turkmenistan,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Turks and Caicos Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Tuvalu,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Uganda,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,0.71
Fertilizers indicators,Ukraine,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,23.21
Fertilizers indicators,United Arab Emirates,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,United Kingdom,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,169.88
Fertilizers indicators,United Republic of Tanzania,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,4.94
Fertilizers indicators,United States of America,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,68.93
